Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost
Consumer,Chicago,Illinois,Technology,Phones,35.04,4,0.2,-7.008,42.048
Consumer,Chicago,Illinois,Furniture,Furnishings,10.776,3,0.6,-4.8492,15.6252
Consumer,Chicago,Illinois,Office Supplies,Binders,4.6,2,0.8,-8.05,12.65
Consumer,Chicago,Illinois,Office Supplies,Storage,35.168,2,0.2,-8.3524,43.520399999999995
Home Office,Bakersfield,California,Office Supplies,Binders,19.152,3,0.2,6.4638,12.688200000000002
Consumer,Dallas,Texas,Office Supplies,Art,4.448,2,0.2,0.3336,4.114400000000001
Consumer,Dallas,Texas,Office Supplies,Paper,5.184,1,0.2,1.8792,3.3048
Consumer,Dallas,Texas,Office Supplies,Paper,15.552,3,0.2,5.4432,10.108799999999999
Consumer,Philadelphia,Pennsylvania,Office Supplies,Paper,40.032,6,0.2,12.51,27.522
Consumer,Philadelphia,Pennsylvania,Technology,Accessories,16.776,3,0.2,5.0328,11.7432
Consumer,Deltona,Florida,Furniture,Chairs,186.304,4,0.2,13.9728,172.3312
Corporate,Columbus,Georgia,Technology,Accessories,66.36,4,0.0,23.226,43.134
Home Office,Nashville,Tennessee,Office Supplies,Art,42.048,9,0.2,5.256,36.792
Home Office,Nashville,Tennessee,Office Supplies,Art,67.92,5,0.2,6.792,61.128
Corporate,Philadelphia,Pennsylvania,Office Supplies,Envelopes,52.512,6,0.2,19.692,32.82
Corporate,Philadelphia,Pennsylvania,Office Supplies,Storage,186.912,6,0.2,-35.046,221.958
Corporate,Philadelphia,Pennsylvania,Office Supplies,Paper,10.048,4,0.2,3.14,6.9079999999999995
Consumer,Chicago,Illinois,Furniture,Furnishings,17.496,9,0.6,-7.4358,24.9318
Consumer,Dallas,Texas,Office Supplies,Paper,15.552,3,0.2,5.4432,10.108799999999999
Consumer,Carlsbad,New Mexico,Office Supplies,Binders,10.776,3,0.2,3.3675,7.4085
Consumer,Philadelphia,Pennsylvania,Office Supplies,Labels,3.304,1,0.2,1.0738,2.2302
Consumer,New York City,New York,Office Supplies,Storage,35.48,1,0.0,0.0,35.48
Consumer,Oceanside,New York,Office Supplies,Fasteners,34.44,3,0.0,16.1868,18.253199999999996
Consumer,Oceanside,New York,Technology,Machines,629.93,7,0.0,296.0671,333.86289999999997
Consumer,Oceanside,New York,Office Supplies,Binders,79.056,9,0.2,28.6578,50.398199999999996
Corporate,Lafayette,Louisiana,Office Supplies,Storage,232.55,5,0.0,9.302,223.24800000000002
Corporate,Lafayette,Louisiana,Technology,Accessories,99.98,2,0.0,42.9914,56.988600000000005
Corporate,Lafayette,Louisiana,Office Supplies,Paper,19.44,3,0.0,9.3312,10.1088
Corporate,Lafayette,Louisiana,Office Supplies,Paper,12.96,2,0.0,6.3504,6.609600000000001
Consumer,New York City,New York,Furniture,Tables,464.292,9,0.4,-108.3348,572.6268
Consumer,New York City,New York,Office Supplies,Envelopes,68.46,7,0.0,31.4916,36.968399999999995
Consumer,New York City,New York,Technology,Machines,2799.96,4,0.0,1371.9804,1427.9796000000001
Consumer,New York City,New York,Office Supplies,Appliances,601.3,2,0.0,198.429,402.871
Consumer,New York City,New York,Technology,Phones,16.99,1,0.0,4.4174,12.572599999999998
Consumer,New York City,New York,Technology,Phones,287.97,3,0.0,80.6316,207.33840000000004
Consumer,New York City,New York,Office Supplies,Paper,44.82,9,0.0,21.0654,23.7546
Corporate,Anaheim,California,Furniture,Furnishings,101.12,8,0.0,37.4144,63.705600000000004
Consumer,Deltona,Florida,Technology,Phones,107.976,3,0.2,37.7916,70.1844
Home Office,New York City,New York,Office Supplies,Appliances,58.73,7,0.0,14.6825,44.0475
Home Office,New York City,New York,Office Supplies,Binders,93.344,4,0.2,32.6704,60.67359999999999
Home Office,Seattle,Washington,Office Supplies,Fasteners,17.05,5,0.0,8.184,8.866000000000001
Consumer,San Diego,California,Office Supplies,Binders,8.096,2,0.2,2.7324,5.3636
Corporate,Oklahoma City,Oklahoma,Furniture,Furnishings,30.36,4,0.0,13.0548,17.3052
Consumer,Mount Vernon,New York,Office Supplies,Envelopes,23.34,3,0.0,10.9698,12.3702
Consumer,Mount Vernon,New York,Office Supplies,Paper,51.55,5,0.0,24.2285,27.321499999999997
Consumer,San Francisco,California,Technology,Accessories,119.9,2,0.0,43.164,76.736
Consumer,New York City,New York,Furniture,Chairs,1317.492,6,0.1,292.776,1024.716
Consumer,New York City,New York,Office Supplies,Supplies,63.84,8,0.0,18.5136,45.32640000000001
Consumer,New York City,New York,Office Supplies,Binders,3.592,1,0.2,1.1225,2.4695
Consumer,Los Angeles,California,Furniture,Furnishings,86.26,2,0.0,29.3284,56.9316
Consumer,Los Angeles,California,Office Supplies,Storage,139.04,4,0.0,38.9312,100.1088
Consumer,Los Angeles,California,Office Supplies,Appliances,46.8,4,0.0,16.38,30.419999999999998
Home Office,Chandler,Arizona,Furniture,Furnishings,8.544,4,0.2,1.9224,6.621600000000001
Home Office,Chandler,Arizona,Furniture,Chairs,842.376,3,0.2,105.297,737.079
Consumer,Long Beach,New York,Technology,Phones,1214.85,3,0.0,352.3065,862.5434999999999
Corporate,San Francisco,California,Office Supplies,Storage,67.78,2,0.0,16.945,50.835
Corporate,Helena,Montana,Office Supplies,Storage,39.9,5,0.0,10.374,29.525999999999996
Consumer,New York City,New York,Office Supplies,Binders,2.688,1,0.2,0.84,1.8480000000000003
Consumer,New York City,New York,Office Supplies,Art,6.6,3,0.0,2.904,3.6959999999999997
Consumer,Kirkwood,Missouri,Office Supplies,Binders,28.4,4,0.0,13.064,15.335999999999999
Consumer,Kirkwood,Missouri,Furniture,Furnishings,212.94,3,0.0,34.0704,178.8696
Home Office,Chicago,Illinois,Technology,Phones,1001.584,2,0.2,125.198,876.386
Home Office,Chicago,Illinois,Furniture,Chairs,569.058,3,0.3,-178.8468,747.9048
Home Office,Chicago,Illinois,Furniture,Furnishings,14.224,2,0.6,-10.3124,24.5364
Corporate,Peoria,Arizona,Technology,Phones,105.584,2,0.2,9.2386,96.3454
Corporate,Peoria,Arizona,Technology,Phones,68.72,2,0.2,-14.603,83.323
Corporate,Seattle,Washington,Furniture,Bookcases,1367.84,8,0.0,259.8896,1107.9504
Consumer,Taylor,Michigan,Furniture,Chairs,301.96,2,0.0,33.2156,268.7444
Consumer,Pasadena,California,Furniture,Chairs,170.352,3,0.2,-17.0352,187.3872
Consumer,Midland,Michigan,Office Supplies,Art,3.9,2,0.0,1.521,2.379
Consumer,Midland,Michigan,Office Supplies,Paper,12.84,3,0.0,5.778,7.062
Consumer,Midland,Michigan,Office Supplies,Paper,15.84,3,0.0,7.128,8.712
Consumer,Midland,Michigan,Furniture,Chairs,563.94,3,0.0,112.788,451.15200000000004
Consumer,Midland,Michigan,Office Supplies,Storage,62.94,3,0.0,11.9586,50.981399999999994
Consumer,Midland,Michigan,Office Supplies,Storage,535.41,3,0.0,160.623,374.787
Corporate,Detroit,Michigan,Furniture,Chairs,3504.9,5,0.0,700.98,2803.92
Corporate,Detroit,Michigan,Office Supplies,Paper,144.12,3,0.0,69.1776,74.9424
Corporate,Detroit,Michigan,Office Supplies,Paper,314.55,3,0.0,150.984,163.566
Corporate,Pueblo,Colorado,Office Supplies,Art,3.408,1,0.2,0.8946,2.5134
Consumer,Waco,Texas,Office Supplies,Binders,2.072,2,0.8,-3.5224,5.5944
Consumer,Waco,Texas,Furniture,Bookcases,328.3992,3,0.32,-91.7586,420.1578
Consumer,San Francisco,California,Office Supplies,Binders,53.248,2,0.2,19.968,33.28
Corporate,New York City,New York,Office Supplies,Binders,4.992,3,0.2,1.6848,3.3072
Corporate,Los Angeles,California,Furniture,Furnishings,37.68,2,0.0,15.8256,21.8544
Corporate,Los Angeles,California,Technology,Phones,258.576,2,0.2,19.3932,239.18280000000001
Corporate,Los Angeles,California,Office Supplies,Appliances,75.84,2,0.0,29.5776,46.2624
Corporate,Woonsocket,Rhode Island,Office Supplies,Paper,45.36,7,0.0,21.7728,23.5872
Corporate,Woonsocket,Rhode Island,Office Supplies,Binders,45.78,3,0.0,22.89,22.89
Consumer,Columbus,Georgia,Office Supplies,Storage,40.29,3,0.0,10.0725,30.2175
Consumer,Columbus,Georgia,Office Supplies,Binders,38.71,7,0.0,17.8066,20.9034
Consumer,Jacksonville,Florida,Office Supplies,Storage,1801.632,6,0.2,-337.806,2139.438
Home Office,Philadelphia,Pennsylvania,Technology,Phones,748.752,8,0.4,-162.2296,910.9816
Consumer,Columbus,Indiana,Technology,Accessories,199.96,4,0.0,15.9968,183.9632
Consumer,Columbus,Indiana,Furniture,Chairs,1516.2,7,0.0,394.212,1121.988
Consumer,Pasadena,Texas,Technology,Accessories,167.952,6,0.2,-27.2922,195.2442
Consumer,Pasadena,Texas,Office Supplies,Art,45.04,2,0.2,4.504,40.536
Consumer,San Francisco,California,Office Supplies,Envelopes,23.16,2,0.0,11.58,11.58
Corporate,Columbia,South Carolina,Furniture,Furnishings,397.6,5,0.0,43.736,353.86400000000003
Corporate,Columbia,South Carolina,Office Supplies,Paper,85.96,7,0.0,40.4012,45.55879999999999
Corporate,Columbia,South Carolina,Office Supplies,Art,13.12,4,0.0,4.3296,8.790399999999998
Corporate,Columbia,South Carolina,Office Supplies,Binders,45.66,3,0.0,22.3734,23.286599999999996
Consumer,Kent,Washington,Office Supplies,Envelopes,158.13,3,0.0,77.4837,80.6463
Consumer,Kent,Washington,Technology,Phones,43.6,5,0.2,4.36,39.24
Consumer,Round Rock,Texas,Office Supplies,Supplies,3930.072,3,0.2,-786.0144,4716.0864
Consumer,Round Rock,Texas,Office Supplies,Fasteners,2.304,1,0.2,0.7776,1.5263999999999998
Consumer,Round Rock,Texas,Technology,Phones,431.976,3,0.2,32.3982,399.5778
Consumer,Round Rock,Texas,Technology,Accessories,41.72,7,0.2,5.7365,35.9835
Consumer,Oakland,California,Furniture,Furnishings,104.23,7,0.0,28.1421,76.0879
Consumer,Oakland,California,Office Supplies,Storage,70.26,3,0.0,18.9702,51.28980000000001
Consumer,Auburn,New York,Office Supplies,Art,9.26,2,0.0,3.0558,6.2042
Consumer,Auburn,New York,Office Supplies,Storage,105.98,2,0.0,4.2392,101.74080000000001
Consumer,Auburn,New York,Office Supplies,Fasteners,1.24,1,0.0,0.5828,0.6572
Consumer,Auburn,New York,Office Supplies,Labels,20.7,2,0.0,9.936,10.764
Consumer,Auburn,New York,Office Supplies,Paper,28.9,5,0.0,14.161,14.738999999999999
Consumer,Auburn,New York,Office Supplies,Envelopes,27.18,1,0.0,12.7746,14.4054
Corporate,Newark,Delaware,Office Supplies,Storage,465.18,3,0.0,120.9468,344.2332
Consumer,New York City,New York,Office Supplies,Storage,36.63,3,0.0,9.8901,26.739900000000002
Consumer,Redlands,California,Office Supplies,Storage,51.45,3,0.0,13.8915,37.5585
Consumer,Redlands,California,Office Supplies,Labels,7.83,3,0.0,3.6018,4.2282
Consumer,Redlands,California,Office Supplies,Art,35.4,5,0.0,13.452,21.948
Consumer,Redlands,California,Office Supplies,Paper,29.9,5,0.0,13.455,16.445
Consumer,Roseville,Michigan,Office Supplies,Envelopes,17.48,2,0.0,8.2156,9.2644
Corporate,Los Angeles,California,Office Supplies,Paper,79.14,3,0.0,36.4044,42.7356
Corporate,New York City,New York,Office Supplies,Art,8.4,5,0.0,4.2,4.2
Consumer,Detroit,Michigan,Furniture,Chairs,498.26,7,0.0,134.5302,363.72979999999995
Home Office,Detroit,Michigan,Furniture,Bookcases,212.94,3,0.0,57.4938,155.4462
Home Office,Springfield,Missouri,Office Supplies,Appliances,706.86,7,0.0,197.9208,508.9392
Home Office,Springfield,Missouri,Technology,Phones,114.95,5,0.0,2.299,112.651
Home Office,Springfield,Missouri,Office Supplies,Binders,43.19,7,0.0,20.7312,22.458799999999997
Consumer,Los Angeles,California,Office Supplies,Paper,166.44,3,0.0,79.8912,86.5488
Consumer,New York City,New York,Office Supplies,Binders,36.56,5,0.2,12.796,23.764000000000003
Consumer,New York City,New York,Office Supplies,Binders,186.144,6,0.2,60.4968,125.6472
Consumer,New York City,New York,Furniture,Bookcases,353.568,2,0.2,-44.196,397.764
Home Office,San Francisco,California,Office Supplies,Paper,81.98,2,0.0,40.1702,41.8098
Consumer,Fresno,California,Office Supplies,Binders,14.624,2,0.2,5.1184,9.505600000000001
Consumer,Fresno,California,Furniture,Tables,697.16,5,0.2,8.7145,688.4454999999999
Consumer,Fresno,California,Furniture,Furnishings,30.93,1,0.0,12.6813,18.2487
Consumer,Fresno,California,Office Supplies,Binders,27.496,7,0.2,9.2799,18.216099999999997
Corporate,Texarkana,Arkansas,Furniture,Chairs,605.34,6,0.0,145.2816,460.0584
Consumer,San Francisco,California,Furniture,Tables,210.008,1,0.2,2.6251,207.3829
Corporate,Indianapolis,Indiana,Office Supplies,Appliances,54.96,3,0.0,15.9384,39.0216
Consumer,Columbia,Maryland,Furniture,Furnishings,164.22,3,0.0,50.9082,113.3118
Consumer,Columbia,Maryland,Furniture,Bookcases,362.94,3,0.0,36.294,326.646
Consumer,Columbia,Maryland,Technology,Accessories,59.98,2,0.0,26.3912,33.58879999999999
Consumer,San Jose,California,Office Supplies,Storage,332.94,3,0.0,6.6588,326.2812
Consumer,San Jose,California,Office Supplies,Binders,39.872,2,0.2,12.9584,26.913600000000002
Corporate,Seattle,Washington,Office Supplies,Supplies,13.68,2,0.0,3.6936,9.9864
Corporate,Carrollton,Texas,Office Supplies,Binders,3.318,3,0.8,-5.6406,8.9586
Home Office,Arlington,Virginia,Office Supplies,Binders,10.44,1,0.0,4.8024,5.6376
Corporate,Los Angeles,California,Furniture,Tables,136.464,2,0.2,15.3522,121.1118
Corporate,Los Angeles,California,Technology,Phones,333.576,3,0.2,33.3576,300.21840000000003
Corporate,Los Angeles,California,Office Supplies,Binders,12.544,2,0.2,4.704,7.840000000000001
Consumer,Frankfort,Illinois,Office Supplies,Appliances,20.768,8,0.8,-52.9584,73.7264
Consumer,Seattle,Washington,Technology,Accessories,43.5,3,0.0,10.875,32.625
Corporate,Philadelphia,Pennsylvania,Office Supplies,Fasteners,12.576,4,0.2,4.0872,8.488800000000001
Consumer,Columbus,Georgia,Technology,Accessories,249.95,5,0.0,19.996,229.95399999999998
Consumer,Columbus,Georgia,Office Supplies,Paper,49.12,4,0.0,23.0864,26.033599999999996
Consumer,Virginia Beach,Virginia,Office Supplies,Appliances,182.91,3,0.0,53.0439,129.8661
Home Office,Des Moines,Washington,Office Supplies,Binders,107.648,2,0.2,33.64,74.008
Corporate,Bethlehem,Pennsylvania,Furniture,Chairs,99.372,2,0.3,-7.098,106.47
Corporate,Bethlehem,Pennsylvania,Furniture,Furnishings,33.568,2,0.2,-5.4548,39.0228
Consumer,Oklahoma City,Oklahoma,Office Supplies,Paper,10.56,2,0.0,4.752,5.808000000000001
Consumer,Rancho Cucamonga,California,Office Supplies,Paper,38.88,6,0.0,18.6624,20.2176
Consumer,Los Angeles,California,Office Supplies,Paper,35.2,5,0.0,16.544,18.656000000000002
Home Office,Philadelphia,Pennsylvania,Office Supplies,Paper,45.528,3,0.2,15.9348,29.5932
Home Office,Houston,Texas,Technology,Phones,196.776,3,0.2,14.7582,182.01780000000002
Home Office,Houston,Texas,Office Supplies,Binders,2.92,2,0.8,-4.818,7.7379999999999995
Home Office,Houston,Texas,Furniture,Tables,200.795,1,0.3,-22.948,223.743
Home Office,Houston,Texas,Technology,Accessories,46.688,4,0.2,-2.918,49.606
Home Office,Houston,Texas,Office Supplies,Art,21.864,3,0.2,3.5529,18.3111
Corporate,Seattle,Washington,Office Supplies,Paper,11.76,2,0.0,5.7624,5.997599999999999
Corporate,Seattle,Washington,Office Supplies,Paper,167.94,3,0.0,82.2906,85.6494
Corporate,Seattle,Washington,Office Supplies,Appliances,3.89,1,0.0,1.0114,2.8786
Home Office,Yonkers,New York,Technology,Machines,52.44,4,0.0,24.1224,28.3176
Consumer,San Francisco,California,Furniture,Furnishings,32.36,4,0.0,11.6496,20.7104
Consumer,San Francisco,California,Office Supplies,Appliances,406.6,5,0.0,113.848,292.752
Corporate,Los Angeles,California,Furniture,Furnishings,27.92,4,0.0,8.0968,19.8232
Corporate,Los Angeles,California,Furniture,Tables,399.672,7,0.2,-14.9877,414.65970000000004
Home Office,Miami,Florida,Office Supplies,Binders,3.744,4,0.7,-2.6208,6.364800000000001
Consumer,Burlington,Vermont,Furniture,Chairs,715.2,3,0.0,178.8,536.4000000000001
Corporate,Fayetteville,Arkansas,Technology,Accessories,159.8,4,0.0,70.312,89.48800000000001
Corporate,Fayetteville,Arkansas,Technology,Accessories,44.75,5,0.0,8.5025,36.2475
Home Office,Odessa,Texas,Furniture,Chairs,340.116,6,0.3,-9.7176,349.8336
Consumer,Virginia Beach,Virginia,Office Supplies,Paper,105.52,4,0.0,48.5392,56.980799999999995
Consumer,Milwaukee,Wisconsin,Technology,Accessories,13.48,1,0.0,1.8872,11.5928
Consumer,Detroit,Michigan,Office Supplies,Storage,85.52,2,0.0,22.2352,63.2848
Corporate,Rochester,Minnesota,Furniture,Furnishings,6.16,2,0.0,2.9568,3.2032000000000003
Corporate,Rochester,Minnesota,Office Supplies,Paper,36.84,3,0.0,17.3148,19.5252
Corporate,Seattle,Washington,Office Supplies,Storage,15.84,3,0.0,0.0,15.84
Corporate,Seattle,Washington,Office Supplies,Labels,44.4,3,0.0,22.2,22.2
Consumer,Louisville,Colorado,Office Supplies,Envelopes,21.24,9,0.2,7.434,13.805999999999997
Consumer,Louisville,Colorado,Office Supplies,Binders,9.552,8,0.7,-7.3232,16.8752
Consumer,Louisville,Colorado,Furniture,Bookcases,89.991,3,0.7,-152.9847,242.97570000000002
Home Office,San Francisco,California,Office Supplies,Paper,163.96,4,0.0,80.3404,83.6196
Consumer,Houston,Texas,Office Supplies,Paper,17.904,2,0.2,6.2664,11.637599999999999
Consumer,Houston,Texas,Furniture,Chairs,966.7,5,0.3,-13.81,980.51
Consumer,Houston,Texas,Office Supplies,Paper,182.112,6,0.2,61.4628,120.6492
Consumer,Miami,Florida,Office Supplies,Storage,4.464,1,0.2,0.3348,4.129200000000001
Consumer,Medina,Ohio,Furniture,Tables,51.588,1,0.4,-15.4764,67.0644
Corporate,Roseville,Minnesota,Office Supplies,Labels,50.4,8,0.0,23.184,27.215999999999998
Consumer,Houston,Texas,Office Supplies,Paper,89.568,2,0.2,32.4684,57.099599999999995
Consumer,Yonkers,New York,Furniture,Furnishings,14.89,1,0.0,4.0203,10.869700000000002
Consumer,Yonkers,New York,Technology,Phones,543.92,8,0.0,135.98,407.93999999999994
Corporate,San Diego,California,Office Supplies,Envelopes,4.08,2,0.0,1.9176,2.1624
Corporate,San Diego,California,Office Supplies,Labels,18.9,3,0.0,8.694,10.205999999999998
Corporate,Springfield,Virginia,Furniture,Tables,2275.5,10,0.0,386.835,1888.665
Corporate,Springfield,Virginia,Technology,Accessories,1979.7,6,0.0,653.301,1326.399
Corporate,Springfield,Virginia,Office Supplies,Labels,62.1,6,0.0,29.808,32.292
Consumer,Decatur,Illinois,Furniture,Chairs,37.296,2,0.3,-1.0656,38.3616
Home Office,Garland,Texas,Furniture,Furnishings,8.544,2,0.6,-7.476,16.02
Corporate,Oceanside,New York,Furniture,Furnishings,68.95,5,0.0,28.959,39.991
Corporate,Oceanside,New York,Office Supplies,Storage,296.37,3,0.0,80.0199,216.3501
Corporate,Oceanside,New York,Technology,Phones,39.98,2,0.0,1.999,37.980999999999995
Consumer,Houston,Texas,Furniture,Chairs,191.058,3,0.3,-46.3998,237.4578
Consumer,Houston,Texas,Office Supplies,Art,13.04,5,0.2,3.912,9.128
Consumer,Houston,Texas,Office Supplies,Binders,1525.188,6,0.8,-2287.782,3812.9700000000003
Home Office,Greenville,North Carolina,Office Supplies,Labels,9.216,4,0.2,3.3408,5.8751999999999995
Home Office,Greenville,North Carolina,Office Supplies,Supplies,28.048,2,0.2,3.506,24.541999999999998
Corporate,San Francisco,California,Furniture,Furnishings,64.96,2,0.0,21.4368,43.52319999999999
Corporate,San Francisco,California,Office Supplies,Envelopes,30.56,4,0.0,14.9744,15.5856
Consumer,Greensboro,North Carolina,Furniture,Chairs,187.056,9,0.2,11.691,175.365
Home Office,Knoxville,Tennessee,Furniture,Furnishings,11.808,2,0.2,1.3284,10.4796
Home Office,Knoxville,Tennessee,Furniture,Furnishings,9.656,1,0.2,1.5691,8.0869
Home Office,Knoxville,Tennessee,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784
Home Office,Knoxville,Tennessee,Office Supplies,Binders,27.36,3,0.7,-21.888,49.248000000000005
Home Office,Knoxville,Tennessee,Furniture,Tables,2314.116,7,0.4,-1002.7836,3316.8995999999997
Home Office,Knoxville,Tennessee,Office Supplies,Binders,34.236,4,0.7,-26.2476,60.483599999999996
Home Office,Knoxville,Tennessee,Furniture,Furnishings,19.76,2,0.2,5.928,13.832
Consumer,Grand Island,Nebraska,Office Supplies,Paper,15.96,2,0.0,7.98,7.98
Consumer,Lakewood,California,Office Supplies,Art,16.9,5,0.0,6.253,10.646999999999998
Consumer,Lakewood,California,Furniture,Furnishings,25.08,6,0.0,9.0288,16.051199999999998
Corporate,Lawrence,Massachusetts,Office Supplies,Art,6.68,2,0.0,2.004,4.676
Consumer,Los Angeles,California,Office Supplies,Paper,19.44,3,0.0,9.3312,10.1088
Consumer,Houston,Texas,Technology,Phones,31.92,2,0.2,2.394,29.526000000000003
Consumer,New York City,New York,Office Supplies,Binders,33.568,2,0.2,11.7488,21.8192
Consumer,New York City,New York,Furniture,Furnishings,63.94,1,0.0,24.9366,39.0034
Consumer,New York City,New York,Office Supplies,Binders,60.6,5,0.2,20.4525,40.1475
Consumer,New York City,New York,Office Supplies,Supplies,22.72,4,0.0,6.5888,16.1312
Consumer,Newark,Delaware,Furniture,Furnishings,10.68,4,0.0,4.0584,6.6216
Consumer,Newark,Delaware,Office Supplies,Paper,17.34,3,0.0,8.4966,8.843399999999999
